,Rating,Comment
559,,-super bilis dumating nung item
560,,"-super legit"
561,,-responsive si seller -matagal pa yung expiration -mura pa
562,,Fast delivery recieved my order in good condition.thank you lazada kay seller at kay kuya na nag deliver
563,,trusted seller
564,,thank you po.sa uulitin po
565,,order received. thank you seller ❤️ super bilis lang ng shipping and super sealed talaga
566,,super fast delivery sana ok sakin ang sante barley 😊😊
567,,okie naman po ang item well packed salamat seller at kay kuya rider....
568,,thank you...
569,,bilis ni seller mgprocess....fast delivery.... very accomodating si seller...legit..
570,,As always legit. I been drinking for 4 years now mostly purchased from.this store. well packed
571,,Sana di ko pagsisihan ang pag order q nito. 😔😔😇😇🙏🙏
572,,legit
573,,This is my 5th time to order. Nice. Legit. Laging may free mask. Thanks seller.
574,,Ok naman sya
575,,my 3rd time order in this shop.wala parin freebie☺️sana sa pang 4th merun na.thank you so much seller.bikis lagi ng shipping at secured lagi ang packaging nya.till next time.kudos sa deliveryman na napaka tiyagang mag deliver lagi dito.
576,,"Thanks seller at kuya suki nya nko,paorder lng sakin to,... super bilis tlg dto,kya always d2 me order KC d k mg antay ng mtgall llo nid mo asap!!!👍👍👍🌟🌟🌟🌟🌟💯legit"
577,,late review kc uminum ko muna effective Naman po.👍👍👍👍👍
578,,thank u seller sa free at sa mura barley buy uli pag na ubos n.thank u lazada.thank u sa nag deliver
579,,My husband likes this Barley. I always order from them. Always receives the products earlier than expected.
580,,thank you lazada recieved my order today complete packaging.thank you seller at kay delivery boy.i will order again.😊
581,1,fake s inyo..ung binili ko sa distibutor iba sa binili ko sa inyo
582,,"ok nman.. "
583,1,"iba angbpackaging compare sa nabili ko sa mga officoal dealer. duda ko peke ang product nyo"
584,,As usual legit sante barley! really helps with my bronchial asthma.
585,,"Thank you, SANTE Barley Powdered drink for being the best defense against different kinds of illnesses."
586,,"Legit, salamat seller. order ako uLit next time. ☺️"
587,,"thank you sa freebie!"
588,,"so thnkyouuuu po marami order po ulit ako  Sana mabilis ulit pag dating "
589,,
590,,
591,,
592,,
593,,
594,,
595,,
596,,
597,,
598,,
599,,
600,,
601,,
602,,
603,,
604,,
605,,
606,,
607,,
608,,
609,,
610,,
611,,
612,,
613,,
614,,
615,,
616,,
617,,
618,,
619,,
620,,
621,,
622,,
623,,
624,,
625,,
626,,
627,,
628,,
629,,
630,,
631,,
632,,
633,,
634,,
635,,
636,,
637,,
638,,
639,,
640,,
641,,
642,,
643,,
644,,
645,,
646,,
647,,
648,,
649,,
650,,
651,,
652,,
653,,
654,,
655,,
656,,
657,,
658,,
659,,
660,,
661,,
662,,
663,,
664,,
665,,
666,,
667,,
668,,
669,,
670,,
671,,
672,,
673,,
674,,
675,,
676,,
677,,
678,,
679,,
680,,
681,,
682,,
683,,
684,,
685,,
686,,
687,,
688,,
689,,
690,,
691,,
692,,
693,,
694,,
695,,
696,,
697,,
698,,
699,,
700,,
701,,
702,,
703,,
704,,
705,,
706,,
707,,
708,,
709,,
710,,
711,,
712,,
713,,
714,,
715,,
716,,
717,,
718,,
719,,
720,,
721,,
722,,
723,,
724,,
725,,
726,,
727,,
728,,
729,,
730,,
731,,
732,,
733,,
734,,
735,,
736,,
737,,
738,,
739,,
740,,
741,,
742,,
743,,
744,,
745,,
746,,
747,,
748,,
749,,
750,,
751,,
752,,
753,,
754,,
755,,
756,,
757,,
758,,
759,,
760,,
761,,
762,,
763,,
764,,
765,,
766,,
767,,
768,,
769,,
770,,
771,,
772,,
773,,
774,,
775,,
776,,
777,,
778,,
779,,
780,,
781,,
782,,
783,,
784,,
785,,
786,,
787,,
788,,
789,,
790,,
791,,
792,,
793,,
794,,
795,,
796,,
797,,
798,,
799,,
800,,
801,,
802,,
803,,
804,,
805,,
806,,
807,,
808,,
809,,
810,,
811,,
812,,
813,,
814,,
815,,
816,,
817,,
818,,
819,,
820,,
821,,
822,,
823,,
824,,
825,,
826,,
827,,
828,,
829,,
830,,
831,,
832,,
833,,
834,,
835,,
836,,
837,,
838,,
839,,
840,,
841,,
842,,
843,,
844,,
845,,
846,,
847,,
848,,
849,,
850,,
851,,
852,,
853,,
854,,
855,,
856,,
857,,
858,,
859,,
860,,
861,,
862,,
863,,
864,,
865,,
866,,
867,,
868,,
869,,
870,,
871,,
872,,
873,,
874,,
875,,
876,,
877,,
878,,
879,,
880,,
881,,
882,,
883,,
884,,
885,,
886,,
887,,
888,,
889,,
890,,
891,,
892,,
893,,
894,,
895,,
896,,
897,,
898,,
899,,
900,,
901,,
902,,
903,,
904,,
905,,
906,,
907,,
908,,
909,,
910,,
911,,
912,,
913,,
914,,
915,,
916,,
917,,
918,,
919,,
920,,
921,,
922,,
923,,
924,,
925,,
926,,
927,,
928,,
929,,
930,,
931,,
932,,
933,,
934,,
935,,
936,,
937,,
938,,
939,,
940,,
941,,
942,,
943,,
944,,
945,,
946,,
947,,
948,,
949,,
950,,
951,,
952,,
953,,
954,,
955,,
956,,
957,,
958,,
959,,
960,,
961,,
962,,
963,,
964,,
965,,
966,,
967,,
968,,
969,,
970,,
971,,
972,,
973,,
974,,
975,,
976,,
977,,
978,,
979,,
980,,
981,,
982,,
983,,
984,,
985,,
986,,
987,,
988,,
989,,
990,,
991,,
992,,
993,,
994,,
995,,
996,,
997,,
998,,
999,,
1000,,
1001,,
